,word1,word2,prediction
999,heater,stove,-0.285043077612986
1000,heel,stack,-0.654088361522424
1001,held,nest,-0.8676339336988146
1002,helix,spiral,-0.5296136544685686
1003,highway,road,-0.1446908932779788
1004,hill,horizon,-0.676357156258873
1005,hill,mountain,-0.3763143554186361
1006,hill,scenery,-0.721416359337777
1007,history,recital,-0.6665662865879709
1008,hit,tourist,-0.8052701403809427
1009,hockey,ice,-0.6810422788859685
1010,hockey,play,-0.45644430148157
1011,holiday,travel,-0.5491055022525322
1012,home,smoking,-0.8310180004100557
1013,honest,sincere,-0.20415303358809356
1014,hood,protection,-0.8028715878289172
1015,hope,psychology,-0.839607956684069
1016,horizon,sky,-0.21665703777283118
1017,horizontal,surface,-0.43676637603853163
1018,hostility,war,-0.5698721352364466
1019,hot,hot,0.0
1020,hot,sunny,-0.6009660539573138
1021,hotel,kill,-0.9189174725942493
1022,hotel,library,-0.5269324159715101
1023,hotel,oak,-0.5970186237097224
1024,house,staircase,-0.5358644586127337
1025,house,windmill,-0.6455384630138261
1026,housing,vault,-0.8697788965323174
1027,hummingbird,rodent,-0.6647412303207496
1028,husky,painting,-0.6793311640298434
1029,image,visualize,-0.5839389530902319
1030,impressive,striking,-0.45676860207443115
1031,industrial,lake,-0.7951333886873153
1032,information,target,-0.7704878529814609
1033,infrastructure,structure,-0.5651956483843303
1034,initial,letter,-0.7169653676756271
1035,injury,wrong,-0.8487654738730068
1036,ink,liquid,-0.4564812708134893
1037,ink,organ,-0.7249260518413647
1038,insect,lizard,-0.4604976167702043
1039,installation,zoo,-0.7437360920906662
1040,instruction,lesson,-0.36647832937925384
1041,interest,lien,-0.7710335867615312
1042,interior,object,-0.7399376017758377
1043,interior,paint,-0.5788795095925963
1044,interior,roof,-0.5526734444586727
1045,interior,staircase,-0.5899415578474962
1046,interior,tall,-0.6676374555867477
1047,interpretation,twist,-0.5422168308907063
1048,intrigue,romance,-0.2734335566545999
1049,inventory,listing,-0.6219493806975367
1050,invite,requests,-0.6984560183193137
1051,ipod,rope,-0.7128114482608181
1052,iron,robust,-0.8269138091808934
1053,israel,israeli,-0.25399314637377923
1054,israel,terror,-0.48336682178851065
1055,issue,up,-0.8635193983342834
1056,ivy,oak,-0.45172780001933843
1057,jaguar,storm,-0.8083877895149766
1058,jamaica,queens,-0.4557151114012339
1059,jazz,play,-0.6131633151146565
1060,jean,shirt,-0.684059708153395
1061,jean,washing,-0.8249742203398949
1062,jellyfish,punk,-0.7377943588682205
1063,jellyfish,texture,-0.7040368791259048
1064,joke,message,-0.6268338202076336
1065,journal,writing,-0.5596607273024135
1066,judgment,sense,-0.5314752085886099
1067,jump,stitch,-0.7626029067537142
1068,jump,uniform,-0.8267570721632356
1069,jury,school,-0.8217442935596746
1070,justice,official,-0.5454549054761342
1071,juvenile,rope,-0.7934996453236063
1072,key,misty,-0.8657079678193526
1073,key,motor,-0.8354305019161605
1074,keyboard,soldier,-0.8671973322455823
1075,kidnapped,shanghai,-0.7485900837152215
1076,kill,sacrifice,-0.6808049170325341
1077,kill,shot,-0.664683690831624
1078,kind,soft,-0.7110557130105211
1079,kiss,rusty,-0.6214378318057352
1080,kitchen,sleep,-0.648678181103217
1081,kitchen,stair,-0.5666286635558054
1082,kitchen,washing,-0.3454857560209831
1083,kitten,kitty,-0.40608569451930276
1084,knock,tap,-0.6298687225142399
1085,lad,wizard,-0.4688696039995188
1086,lady,sexy,-0.42804827070063345
1087,lake,scenery,-0.5878496568586995
1088,lake,town,-0.35936512055097614
1089,lamb,lantern,-0.7842573154446233
1090,lamb,number,-0.9035920076020255
1091,lamb,snow,-0.7339584591613059
1092,landscape,mountain,-0.5314888780465776
1093,landscape,stadium,-0.7131515395295198
1094,lantern,oak,-0.593530713382511
1095,lapse,suspension,-0.6409573418581247
1096,last,last,0.0
1097,last,senior,-0.8725156912983366
1098,laundering,machine,-0.8006088770964008
1099,law,mosaic,-0.8313673072001645
1100,lawn,sleep,-0.6748976314012138
1101,layer,region,-0.8804746633805813
1102,leaf,nature,-0.8028544975701111
1103,lean,rest,-0.6466657639413349
1104,leap,second,-0.7273516072601511
1105,learned,learned,0.0
1106,leather,pouch,-0.44409100310733796
1107,leather,sunshine,-0.7211776059330788
1108,leave,pass,-0.6732078669964615
1109,left,morning,-0.804694614589486
1110,left,walk,-0.659934143122236
1111,lego,rodent,-0.7283550528391984
1112,lever,machine,-0.49012495594217864
1113,lever,open,-0.7318612929576045
1114,licking,marble,-0.7151913596312467
1115,licking,pier,-0.758520574011823
1116,licking,puppy,-0.516200095020199
1117,licking,rusty,-0.6360497431150871
1118,licking,sitting,-0.5620794657874597
1119,lie,line,-0.7111368005216407
1120,lie,sun,-0.6813636635185132
1121,light,shadow,-0.44391378326220143
1122,light,sleep,-0.7490060388721274
1123,light,sunlight,-0.3171021192569393
1124,lighthouse,wall,-0.5680892967045519
1125,lighting,man,-0.756460272815699
1126,lighting,stone,-0.5042255881269091
1127,lily,plant,-0.6466164501338741
1128,lily,purple,-0.4195993198489587
1129,lily,tulip,-0.4085388312420808
1130,limb,limb,0.0
1131,line,street,-0.6461658274257742
1132,lion,square,-0.6731733605260206
1133,list,position,-0.7957351959986478
1134,list,post,-0.6969795516196622
1135,list,shopping,-0.6439496814283698
1136,listing,organization,-0.8140625649322336
1137,live,stitch,-0.7765467264527168
1138,location,space,-0.5973122405295899
1139,lock,mannequin,-0.717423156269309
1140,looking,sightseeing,-0.7562088607550874
1141,loss,reducing,-0.7438733230514926
1142,love,romance,-0.3031281020557447
1143,lower,sustain,-0.681485900401056
1144,lunch,morning,-0.6227881447046001
1145,lunch,sunny,-0.6853133320492137
1146,machine,pond,-0.7011191014371556
1147,machine,sketch,-0.7270536979231925
1148,machine,washing,-0.477069737309607
1149,magnitude,size,-0.5898197799037967
1150,magnolia,maple,-0.43220502575037734
1151,maker,manufacturer,-0.06433633933797323
1152,makeup,people,-0.8646122542551196
1153,male,man,-0.5573710827937026
1154,manufacture,up,-0.8496076737926637
1155,map,sewing,-0.8335660646408954
1156,map,video,-0.6913870445623655
1157,maple,oak,-0.3090257871202059
1158,marble,postcard,-0.6145633761070727
1159,marble,sing,-0.7787032199137135
1160,market,shop,-0.6778484998189758
1161,market,sweeten,-0.7256988046391157
1162,mars,water,-0.7028655528196279
1163,mask,roof,-0.5957382227623947
1164,match,matchstick,-0.8388490573375732
1165,match,play,-0.4221266450249128
1166,matter,text,-0.7375370029201047
1167,mayor,villa,-0.6383535676393335
1168,meal,rice,-0.30638582390430025
1169,means,tool,-0.4925874993522025
1170,measure,twist,-0.8239989963448473
1171,meat,moon,-0.7824385627890261
1172,meat,potato,-0.1918148506671743
1173,meat,soup,-0.19363592173995436
1174,medium,organization,-0.9114591654381541
1175,melody,music,-0.3424738992299181
1176,memorial,rope,-0.7930616589546173
1177,memory,operation,-0.7779284411071741
1178,metro,rail,-0.36203134845650775
1179,metro,train,-0.42690469077452964
1180,military,reflection,-0.8687868306185029
1181,military,wasp,-0.7929213921074213
1182,mill,wild,-0.6994639595250453
1183,mill,windmill,-0.5162029774270518
1184,miniature,paint,-0.5033431645711927
1185,miniature,painting,-0.4943974808970514
1186,minister,work,-0.9537739278496797
1187,mirror,raspberry,-0.8115042612362705
1188,mist,sky,-0.3497059622069293
1189,mist,sunny,-0.5164321090081597
1190,misty,sky,-0.39252219438243585
1191,misty,snow,-0.45158091527219435
1192,misty,sunny,-0.430941204463572
1193,misty,sunrise,-0.43945686859575706
1194,misty,sunshine,-0.38473641615104415
1195,model,toe,-0.7447902739813586
1196,mole,spy,-0.6680563101887138
1197,moment,thief,-0.7776745779829086
1198,money,pile,-0.7839916208183322
1199,money,quota,-0.686172522855718
1200,monster,rock,-0.4693940420513396
1201,month,year,-0.21577043712906419
1202,moon,mushroom,-0.6394600852463971
1203,morning,sunrise,-0.3602665231779828
1204,morning,sunshine,-0.49508939711597666
1205,mortal,mother,-0.70812318115603
1206,moss,plant,-0.6827071295305986
1207,mother,mother,0.0
1208,mother,mother-in-law,-0.17837756429506924
1209,mother,pregnant,-0.25973344645450835
1210,mother,yeast,-0.8694835034758724
1211,motion,step,-0.6471479654338528
1212,motto,volunteer,-0.6381303818515451
1213,mouth,tongue,-0.21042405451824875
1214,move,shifting,-0.6489425204567627
1215,move,spread,-0.7874568229460613
1216,move,swell,-0.7187373922926767
1217,mozart,wagner,-0.49717655697631935
1218,museum,swim,-0.8011857267327029
1219,music,musician,-0.4276266110045245
1220,music,print,-0.6410257550691103
1221,music,track,-0.7687396002914444
1222,musical,solo,-0.4252077808169027
1223,nail,rusty,-0.46783344258077364
1224,nation,spanish,-0.7853386633563315
1225,native,rhodes,-0.5929771512287585
1226,necklace,snow,-0.7491682520393999
1227,nest,wasp,-0.47297433283462986
1228,noodle,pigeon,-0.5720463829825206
1229,novel,story,-0.31410293538058087
1230,nude,painting,-0.41838419492977474
1231,nurse,nurse,0.0
1232,nut,sunflower,-0.3694177994917657
1233,observation,radio,-0.7422409266407981
1234,observe,violating,-0.634302145900709
1235,obvious,plain,-0.678380407177633
1236,obvious,room,-0.8761637753421136
1237,occasion,second,-0.837658318893931
1238,occupation,place,-0.8919461043939433
1239,ocean,pacific,-0.28634546537881345
1240,ocean,underwater,-0.3388130464761515
1241,ocean,water,-0.4571540590953771
1242,old,race,-0.8063555897675329
1243,old,seat,-0.6658783824570766
1244,operation,operation,0.0
1245,opinion,sentiment,-0.4604692998809621
1246,orange,peel,-0.2936066197495142
1247,orange,raspberry,-0.23914355744406623
1248,orange,shop,-0.6145360125669432
1249,origami,stadium,-0.8276715084699224
1250,origin,root,-0.6907384210386881
1251,out,sent,-0.8173841069157965
1252,outdoor,pool,-0.336026652230512
1253,outdoor,swimming,-0.36526270536601413
1254,outfit,sign,-0.7819576658302838
1255,outfit,sock,-0.47848753909802255
1256,overflow,sewer,-0.4550035008382638
1257,pain,suffering,-0.16929164706673527
1258,paint,picture,-0.6052898937529094
1259,paint,portrait,-0.5696169957613844
1260,painting,sculpture,-0.21051500141891988
1261,palace,ruin,-0.7067861422390913
1262,panorama,scenery,-0.3770148733270231
1263,panorama,view,-0.3758956619548516
1264,panorama,zoo,-0.6739962352709576
1265,paper,railway,-0.8160192995073106
1266,paper,vine,-0.6871398197210836
1267,papers,security,-0.7761403972517733
1268,park,parking,-0.38930395814223073
1269,part,relation,-0.6075801086018768
1270,party,seat,-0.699846120425546
1271,pass,ticket,-0.7521281335456792
1272,pass,topping,-0.8064385130214116
1273,passage,quotation,-0.5505024945611077
1274,passing,passing,0.0
1275,path,star,-0.8207703157725422
1276,patio,sleep,-0.6725218702437111
1277,patio,stair,-0.5373600833389569
1278,patio,staircase,-0.3820603853249457
1279,patio,woman,-0.7413266240059173
1280,pavilion,terrace,-0.2723837884070719
1281,paw,theatre,-0.7894837284892751
1282,peel,skin,-0.3898122847922858
1283,pennsylvania,writer,-0.7574551015606769
1284,people,wounded,-0.5717396702173931
1285,pepper,potato,-0.19048849826188252
1286,pepper,tomato,-0.09550677129770113
1287,person,tiger,-0.796820279934912
1288,personnel,police,-0.4049276349047002
1289,persuasion,weapon,-0.6553755720036396
1290,petal,shade,-0.531953110377136
1291,photo,photography,-0.445720637726327
1292,photograph,still,-0.7326103570026052
1293,photographer,portrait,-0.4562304966997318
1294,photographer,wedding,-0.6166737031852156
1295,piano,wolf,-0.6549990683912311
1296,pigeon,round,-0.8551512427832259
1297,pillow,stone,-0.5659035929480848
1298,pink,skirt,-0.24125483061634379
1299,pink,white,-0.152091801741861
1300,place,place,0.0
1301,place,siphon,-0.8210223207522858
1302,plain,report,-0.9271801761665065
1303,plant,seed,-0.5175504273075113
1304,plant,skate,-0.8770249164124636
1305,play,rail,-0.9173300081796979
1306,play,sign,-0.7138575333546775
1307,play,thousand,-0.8789549853626244
1308,player,slave,-0.7868752813129318
1309,pledge,promise,-0.24330584752993079
1310,plot,strategy,-0.5810000529430555
1311,point,second,-0.4778771498590795
1312,point,spot,-0.5720071546625877
1313,point,tennis,-0.8462047799570505
1314,point,trouble,-0.7165885752283203
1315,poll,poll,0.0
1316,pond,water,-0.39949025493534285
1317,poodle,puppy,-0.31047453183056417
1318,poodle,terrier,-0.29421782999578494
1319,pool,relax,-0.6411906175117701
1320,porch,roof,-0.3260608597137621
1321,porch,scooter,-0.6574688038503766
1322,porch,staircase,-0.37563539448278627
1323,portrait,underground,-0.777204561945081
1324,potato,rice,-0.17250511643506417
1325,president,president,0.0
1326,price,price,0.0
1327,principle,principle,0.0
1328,privilege,rich,-0.6886213704277016
1329,production,production,0.0
1330,profiling,racism,-0.33868057719126765
1331,protection,roof,-0.8554626057221429
1332,protest,tile,-0.9028565098251284
1333,publish,show,-0.7005274162343862
1334,pug,puppy,-0.36422656257076536
1335,punk,vinyl,-0.5817491592963715
1336,puppy,skyline,-0.813295463214798
1337,purple,violet,-0.3126469571130547
1338,pyramid,speculation,-0.8458416864948792
1339,quality,romance,-0.7143359878846829
1340,queen,queen,0.0
1341,race,racing,-0.2927356008342109
1342,race,square,-0.8633523224525901
1343,radical,role,-0.6616614189481265
1344,rail,train,-0.21455809242692836
1345,railroad,underground,-0.4243582513715778
1346,railway,station,-0.29602484426744835
1347,rain,wet,-0.4813667985576273
1348,raise,shoulders,-0.8852484139224442
1349,raising,upbringing,-0.8028382059388331
1350,raspberry,sweet,-0.2664607238092318
1351,read,reading,-0.23457631536773282
1352,rebel,soldier,-0.4806998167607185
1353,rebel,young,-0.8630319126974678
1354,recognize,succeed,-0.5985650673176961
1355,record,score,-0.43422907284048484
1356,record,write,-0.8713215449273393
1357,red,shade,-0.371123584994665
1358,red,stripe,-0.3819350825513702
1359,redhead,rusty,-0.6138451065864401
1360,relax,sitting,-0.5630179676223417
1361,relief,total,-0.7191706898997157
1362,religion,remedy,-0.6469798341772235
1363,religion,trinity,-0.6496338178029373
1364,report,study,-0.47607288984185325
1365,reptile,vacation,-0.7896176284532224
1366,reservation,reservation,0.0
1367,resistance,resistance,0.0
1368,reverse,reverse,0.0
1369,rice,yellow,-0.5530305248983363
1370,ripple,shadow,-0.6708293669805344
1371,ripple,wave,-0.449568194214387
1372,river,valley,-0.255350120481455
1373,river,waterfall,-0.381942369730092
1374,robbery,rolling,-0.8604562739222393
1375,rod,rod,0.0
1376,role,title,-0.7469911199906144
1377,rolling,sound,-0.6301585340421918
1378,room,sitting,-0.3350838735564029
1379,root,stem,-0.49550909527390896
1380,rope,shore,-0.669475289194265
1381,rose,rose,0.0
1382,round,shape,-0.7890577670177423
1383,row,terrace,-0.5318072314366509
1384,rub,wipe,-0.43911490758378013
1385,ruin,stone,-0.6145603884167139
1386,ruin,town,-0.7076392693784028
1387,running,sprint,-0.6567009261664221
1388,rusty,shade,-0.5689649208368773
1389,rusty,stand,-0.7214841146021556
1390,saddle,soap,-0.6076912923871529
1391,sail,sheet,-0.7988966142998438
1392,sailing,sunk,-0.4765725295702433
1393,sake,shade,-0.7262329785953925
1394,satellite,solar,-0.5069532575613607
1395,scenery,trail,-0.5284437369535901
1396,school,welsh,-0.7301542545218835
1397,sea,shore,-0.24985522759396728
1398,sea,submarine,-0.4142039541049576
1399,sea,water,-0.4518480217155669
1400,season,winter,-0.5680007258194738
1401,seize,take,-0.5896163564041297
1402,series,string,-0.5642639335920818
1403,sex,sex,0.0
1404,sexy,smile,-0.5248370432497809
1405,shade,tree,-0.32661749049099476
1406,shade,whale,-0.6978798897733138
1407,shadow,sunlight,-0.4527124442222529
1408,shape,square,-0.7119663094345285
1409,sheet,sheet,0.0
1410,shining,work,-0.8157752464931634
1411,ship,spouse,-0.8626594244996565
1412,shirt,tiger,-0.7060494310364059
1413,shopping,store,-0.31091898815485874
1414,shore,swim,-0.42643803637862465
1415,shore,town,-0.42933005234998833
1416,shore,valley,-0.5161034209229649
1417,short,trading,-0.7717722888708212
1418,sight,vision,-0.5818033356607013
1419,sign,sign,0.0
1420,silence,still,-0.625635156181936
1421,single,sole,-0.5251367366513373
1422,sitting,sleep,-0.5065991765027825
1423,situation,things,-0.4321501431190714
1424,skate,vehicle,-0.7972144038580614
1425,skating,sticker,-0.8241827078644195
1426,skin,skin,0.0
1427,sky,sunlight,-0.3472526158717064
1428,skyline,view,-0.4457200242047581
1429,slash,stroke,-0.7741309201463412
1430,slave,worker,-0.549882570666099
1431,sleeping,waking,-0.33940216330759154
1432,small,valley,-0.6095173827300813
1433,small,village,-0.5703285826771122
1434,smile,time,-0.7894693978456604
1435,smile,view,-0.718422607160254
1436,smile,walk,-0.6563295649857783
1437,smoking,sunny,-0.7903627830968414
1438,snap,touch,-0.505655336727689
1439,sock,stocking,-0.47277581465377994
1440,solstice,summer,-0.48186691187553354
1441,song,vocal,-0.363173985011211
1442,speech,word,-0.5981136297610119
1443,spin,sweat,-0.650408631030279
1444,spiral,staircase,-0.36689784868983666
1445,spread,spread,0.0
1446,square,town,-0.4656885530706505
1447,stamp,weave,-0.7209755611602433
1448,stand,tear,-0.7220890031136714
1449,stand,walk,-0.4671808275967787
1450,star,star,0.0
1451,star,storm,-0.7999725353084103
1452,steel,wing,-0.7190820833098812
1453,step,travel,-0.860832611971749
1454,step,walk,-0.6324277559111983
1455,step,wind,-0.8237630129497907
1456,sticker,track,-0.775881304399648
1457,stock,stock,0.0
1458,storm,thunderstorm,-0.25455110407680026
1459,straight,stretch,-0.5215516141355592
1460,strains,trouble,-0.6854944863394874
1461,stream,waterfall,-0.41549046301196757
1462,stripe,train,-0.831674047504034
1463,stripe,violet,-0.4528123377646318
1464,subway,underground,-0.41046866381889213
1465,subway,valentine,-0.8237837193755335
1466,sun,sun,0.0
1467,sun,sunburst,-0.6711451272874154
1468,sun,sunlight,-0.2844983757764442
1469,sun,sunshine,-0.3235622345802266
1470,sunlight,thriller,-0.7399869978987852
1471,sunny,weather,-0.37262724377249645
1472,sunny,wet,-0.5391404754809057
1473,sunshine,weather,-0.3675971473348647
1474,support,trace,-0.8216556843188758
1475,surface,territory,-0.7562455379349926
1476,surfer,wave,-0.6654186643600626
1477,tall,wool,-0.5160106171367264
1478,tenure,term,-0.4123315288795014
1479,thing,thing,0.0
1480,ticket,writing,-0.822244204437535
1481,tops,tops,0.0
1482,touch,upset,-0.7604849107481296
1483,tour,travel,-0.555774996789323
1484,traffic,traffic,0.0
1485,train,train,0.0
1486,travel,travel,0.0
1487,travel,wandering,-0.7402116556613787
1488,tunnel,underground,-0.29742645099398934
1489,type,write,-0.6828399763778188
1490,valley,village,-0.3288581713450093
1491,van,vine,-0.7348190300018372
1492,violet,white,-0.3998893829349277
1493,violet,yellow,-0.3661373605535857
1494,washer,worker,-0.7614234825981379
1495,water,water,0.0
1496,ways,ways,0.0
1497,weather,winter,-0.34667681987118437
1498,wednesday,weekday,-0.6785612280994544
1499,word,word,0.0
